item_no,category_name,item_description,vendor,vendor_name,bottle_size,pack,inner_pack,proof,list_date,bottle_price,shelf_price,case_cost
35950,IMPORTED VODKA - MISC,Pinnacle Key Lime Whipped,65,Jim Beam Brands,750,12,1,70,2012-04-01T00:00:00Z,7.88,11.82,94.45
35953,IMPORTED VODKA - MISC,Pinnacle Pineapple,65,Jim Beam Brands,750,12,1,70,2013-11-01T00:00:00Z,7.88,11.82,94.45
35955,IMPORTED VODKA,Vos Raspberry Vodka,65,Jim Beam Brands,750,6,1,80,2003-09-01T00:00:00Z,15.99,23.99,95.96
35956,80 PROOF VODKA,Fleischmann's Royal Vodka Convenience Pack,55,Sazerac North America,750,12,1,80,1994-06-01T00:00:00Z,3.44,5.16,41.23
35961,IMPORTED VODKA - MISC,Pearl Red Berry Vodka,434,Luxco-st Louis,750,12,1,70,2012-10-01T00:00:00Z,7.86,11.79,94.25
35964,IMPORTED VODKA - MISC,Three Olives Loopy Flavored Vodka,395,Proximo,750,12,1,70,2012-03-01T00:00:00Z,9.96,14.94,119.49
35969,IMPORTED VODKA - MISC,Stolichnaya Hot,277,Stoli Group,750,12,1,75,2012-04-01T00:00:00Z,11.99,17.99,143.88
35973,IMPORTED VODKA - MISC,Stolichnaya Sticki,277,Stoli Group,750,12,1,75,2012-05-01T00:00:00Z,11.99,17.99,143.88
35975,IMPORTED VODKA - MISC,Pinnacle Atomic Hots Mini,65,Jim Beam Brands,600,4,12,70,2012-03-01T00:00:00Z,5.64,8.46,22.56
904943,AMERICAN ALCOHOL,Everclear 151,434,Luxco-st Louis,375,24,1,151,2010-11-08T00:00:00Z,3.99,5.99,95.55
35981,80 PROOF VODKA,44 North Magic Valley,971,Hood River Distillers Inc.,750,12,1,80,2013-12-01T00:00:00Z,14.25,21.38,171
35982,IMPORTED VODKA - MISC,Svedka Colada,115,Constellation Wine Company Inc.,750,6,1,80,2012-07-01T00:00:00Z,8.25,12.38,49.48
3599,DECANTERS & SPECIALTY PACKAGES,Corazon Blanco W/50ml,192,Sidney Frank Importing Co.,750,6,1,80,2007-05-01T00:00:00Z,25.13,37.7,150.79
36002,IMPORTED VODKA - MISC,Pinnacle Blackberry,65,Jim Beam Brands,750,12,1,70,2014-10-01T00:00:00Z,7.88,11.82,94.45
36006,80 PROOF VODKA,Fuzzy's Ultra Premium Vodka,305,Mhw Ltd,750,6,1,80,2011-06-01T00:00:00Z,15.17,22.76,91
36010,IMPORTED VODKA - MISC,Three Olives Smores,395,Proximo,750,12,1,70,2012-07-01T00:00:00Z,11.17,16.76,133.94
36014,IMPORTED VODKA - MISC,Pinnacle Peach Mini,65,Jim Beam Brands,600,4,12,70,2013-11-01T00:00:00Z,5.64,8.46,22.56
36015,IMPORTED VODKA - MISC,Pinnacle Peach,65,Jim Beam Brands,750,12,1,70,2012-10-01T00:00:00Z,7.88,11.82,94.45
36020,IMPORTED VODKA - MISC,Sobieski Black Cherry,267,Imperial Brands Inc.,750,12,1,70,2013-11-01T00:00:00Z,5.7,8.55,68.32
36034,IMPORTED VODKA - MISC,Pearl Peach,434,Luxco-st Louis,750,12,1,70,2012-06-01T00:00:00Z,7.86,11.79,94.25
904944,WHISKEY LIQUEUR,Southern Host,259,Heaven Hill Distilleries Inc.,1750,6,1,100,2010-11-16T00:00:00Z,11.56,17.34,69.35
3606,DECANTERS & SPECIALTY PACKAGES,Sauza Hornitos W/lime Squeezer,65,Jim Beam Brands,750,6,1,80,2007-07-01T00:00:00Z,15.76,23.64,94.57
36061,DECANTERS & SPECIALTY PACKAGES,Pinnacle Pumpkin Pie,65,Jim Beam Brands,750,12,1,70,2014-09-01T00:00:00Z,7.88,11.82,94.45
36065,80 PROOF VODKA,Fuzzy's Ultra Premium Vodka,305,Mhw Ltd,1750,3,1,80,2014-08-01T00:00:00Z,25,37.5,75
3608,DECANTERS & SPECIALTY PACKAGES,Patron Anejo/silver Poker Sets,410,The Patron Spirits Company,1502,3,1,80,2007-08-01T00:00:00Z,56.08,84.12,168.25
36083,IMPORTED VODKA - MISC,Sobieski Lemon Meringue,267,Imperial Brands Inc.,750,12,1,70,2013-06-01T00:00:00Z,3.55,5.33,42.59
3609,DECANTERS & SPECIALTY PACKAGES,Patron Reposado Poker Set,410,The Patron Spirits Company,750,6,1,80,2007-08-01T00:00:00Z,27,40.5,162
36096,80 PROOF VODKA,Gilbey's Vodka 80 Prf,65,Jim Beam Brands,750,12,1,80,1971-11-01T00:00:00Z,4.15,6.23,49.84
36097,80 PROOF VODKA,Gilbey's Vodka 80 Prf,65,Jim Beam Brands,1000,12,1,80,1971-05-01T00:00:00Z,5.24,7.86,62.9
36108,80 PROOF VODKA,Gilbey's Vodka 80 Prf,65,Jim Beam Brands,1750,6,1,80,1977-02-01T00:00:00Z,8.92,13.38,53.53
36116,80 PROOF VODKA,Gilbey's Vodka 80prf-Traveler,65,Jim Beam Brands,750,12,1,80,1990-07-01T00:00:00Z,3.84,5.76,46.13
904945,TEQUILA,El Mayor Reposado,434,Luxco-st Louis,750,6,1,80,2010-11-17T00:00:00Z,20.05,30.08,120.3
36121,80 PROOF VODKA,Deep Eddy Mini,417,Savvy Distillers Lp,600,6,12,80,2014-06-01T00:00:00Z,4.84,7.26,29
36122,80 PROOF VODKA,Deep Eddy,417,Savvy Distillers Lp,750,12,1,80,2014-06-01T00:00:00Z,9,13.5,108
3614,DECANTERS & SPECIALTY PACKAGES,Don Julio w/2 Glasses Tray Pack,260,Diageo Americas,750,4,1,80,2012-10-01T00:00:00Z,25.5,38.25,101.98
36161,80 PROOF VODKA,Blue Water Vodka,125,Cedar Ridge Vineyardsllc,1000,12,1,80,2013-06-01T00:00:00Z,11.75,17.63,141
36162,DECANTERS & SPECIALTY PACKAGES,Fuzzy's Ultra Premium Checkered Flag,305,Mhw Ltd,750,6,1,80,2013-07-01T00:00:00Z,15.17,22.76,91
36164,IMPORTED VODKA - MISC,Pinnacle Salted Caramel Mini,65,Jim Beam Brands,600,4,12,70,2013-11-01T00:00:00Z,5.64,8.46,22.56
36165,IMPORTED VODKA - MISC,Pinnacle Salted Caramel,65,Jim Beam Brands,750,12,1,70,2013-11-01T00:00:00Z,7.88,11.82,94.45
36186,80 PROOF VODKA,Gordon's Vodka 80 Prf,260,Diageo Americas,750,12,1,80,1970-10-24T00:00:00Z,5.26,7.89,63.11
36187,80 PROOF VODKA,Gordon's Vodka 80prf,260,Diageo Americas,1000,12,1,80,1988-11-01T00:00:00Z,5.68,8.52,68.2
36188,80 PROOF VODKA,Gordon's Vodka 80 Prf - Pet,260,Diageo Americas,1750,6,1,80,1977-05-01T00:00:00Z,9.68,14.52,58.08
904649,SINGLE MALT SCOTCH,Lonach Blended Scotch 1973 36yr,391,Anchor Distilling (preiss Imports),750,1,1,82,2010-02-09T00:00:00Z,73,109.5,73
904946,FLAVORED VODKA,Ursus Blue Raspberry Mini,260,Diageo Americas,502,12,1,60,2010-11-17T00:00:00Z,4.69,7.04,56.27
36196,80 PROOF VODKA,Gordon's Vodka Convenience Pack,260,Diageo Americas,750,12,1,80,1994-06-01T00:00:00Z,5.26,7.89,63.11
3620,DECANTERS & SPECIALTY PACKAGES,El Jimador Reposado w/Glass,85,Brown-forman Corporation,750,6,1,80,2014-10-01T00:00:00Z,11.15,16.73,66.85
985603,MISC. IMPORTED CORDIALS & LIQUEURS,Marie Brizard Orange Curacao,459,Surville Enterprises Corp,750,6,1,60,2014-05-19T00:00:00Z,13.17,19.76,79
985806,MISC. AMERICAN CORDIALS & LIQUEURS,Paramount Rock & Rye,434,Luxco-st Louis,750,12,1,50,2013-12-03T00:00:00Z,4.96,7.44,59.56
985897,TRIPLE SEC,Arrow Triple Sec,434,Luxco-st Louis,1000,12,1,30,2014-05-15T00:00:00Z,2.34,3.51,28.08
985898,CANADIAN WHISKIES,Snake River Stampede,223,Spirit Of Hartford,750,6,1,80,2014-10-01T00:00:00Z,11.84,17.76,71
986676,TENNESSEE WHISKIES,Jack Daniel Tennessee Honey,85,Brown-forman Corporation,200,48,1,70,2013-11-14T00:00:00Z,4.08,6.12,195.84
986680,DISTILLED SPIRITS SPECIALTY,Firefly Cherry Moonshine,421,Sazerac Co. Inc.,750,12,1,58,2013-05-13T00:00:00Z,9.87,14.81,118.48
986682,DISTILLED SPIRITS SPECIALTY,Firefly Corn Whiskey Moonshine,421,Sazerac Co. Inc.,750,12,1,101,2013-05-13T00:00:00Z,9.87,14.81,118.48
986720,DISTILLED SPIRITS SPECIALTY,Ole Smoky Hunch Punch Lightnin' Moonshine,346,Ole Smoky Distillery Llc,750,12,1,80,2014-08-01T00:00:00Z,13.34,20.01,160
904947,FLAVORED VODKA,Smirnoff Twist Of Watermelon,260,Diageo Americas,1000,12,1,70,2009-01-13T00:00:00Z,8.96,13.44,107.42
986721,DISTILLED SPIRITS SPECIALTY,Ole Smoky Lemon Drop Lightnin' Moonshine,346,Ole Smoky Distillery Llc,750,12,1,80,2014-08-01T00:00:00Z,13.34,20.01,160
986722,DISTILLED SPIRITS SPECIALTY,Ole Smoky Strawberry Lightnin' Moonshine,346,Ole Smoky Distillery Llc,750,12,1,80,2014-08-01T00:00:00Z,13.34,20.01,160
986726,DISTILLED SPIRITS SPECIALTY,Ole Smoky Tennesse Moonshine- White Lightnin,346,Ole Smoky Distillery Llc,750,12,1,100,2012-09-24T00:00:00Z,13.25,19.88,159
986730,DISTILLED SPIRITS SPECIALTY,Ole Smoky Tennessee Moonshine-blackberry,346,Ole Smoky Distillery Llc,750,12,1,40,2012-09-24T00:00:00Z,15.08,22.63,181
986731,DISTILLED SPIRITS SPECIALTY,Ole Smoky Tennessee Moonshine - Lemon Drop,346,Ole Smoky Distillery Llc,750,12,1,80,2014-02-04T00:00:00Z,13.34,20.01,160
986732,DISTILLED SPIRITS SPECIALTY,Ole Smoky Tennessee Moonshine-Peach,346,Ole Smoky Distillery Llc,750,12,1,40,2012-09-24T00:00:00Z,15.08,22.63,181
986881,WHISKEY LIQUEUR,Southern Comfort,85,Brown-forman Corporation,50,120,1,80,1986-10-01T00:00:00Z,0.59,0.88,70.72
986938,STRAIGHT BOURBON WHISKIES,Woodford Reserve Masters Collection Pinot Noir HA,85,Brown-forman Corporation,750,4,1,90,2014-10-01T00:00:00Z,49.75,74.63,199
987,DECANTERS & SPECIALTY PACKAGES,Red Stag W/shot Glasses,65,Jim Beam Brands,750,6,1,80,2010-07-13T00:00:00Z,9.97,14.96,59.8
987083,TEQUILA,Alien Tequila Silver,17,Alien Tequila Spirits Company,750,6,1,80,2013-12-09T00:00:00Z,23.88,35.82,143.28
904948,FLAVORED VODKA,Ursus Green Apple Mini,260,Diageo Americas,502,12,1,60,2010-11-17T00:00:00Z,4.69,7.04,56.27
987256,TEQUILA,Cabrito Blanco Tequila,380,Phillips Beverage Company,750,12,1,80,2014-03-06T00:00:00Z,10.98,16.47,131.8
987266,TEQUILA,Casa Noble Crystal(blanco),115,Constellation Wine Company Inc.,750,6,1,80,2011-05-18T00:00:00Z,20,30,120
987280,TEQUILA,Casamigos Blanco,192,Sidney Frank Importing Co.,750,6,1,40,2013-03-29T00:00:00Z,26.84,40.26,161
987316,TEQUILA,Centinela Blanco Tequila,380,Phillips Beverage Company,750,6,1,80,2013-04-12T00:00:00Z,22.63,33.95,135.8
987401,TEQUILA,Jose Cuervo Especial Silver,395,Proximo,50,120,1,80,2014-05-09T00:00:00Z,1.15,1.73,137.99
987406,TEQUILA,Jose Cuervo Platino Reserva De La Familia,395,Proximo,750,6,1,80,2014-02-25T00:00:00Z,30,45,179.97
987416,TEQUILA,Jose Cuervo Tradicional Silver,395,Proximo,750,12,1,80,2013-09-17T00:00:00Z,11,16.5,131.95
987507,TEQUILA,1800 Silver Tequila,395,Proximo,200,24,1,80,2014-05-09T00:00:00Z,4.67,7.01,112
987509,TEQUILA,1800 Silver Tequila,395,Proximo,375,12,1,80,2011-03-16T00:00:00Z,8.5,12.75,101.94
987513,TEQUILA,1800 Silver Tequila,395,Proximo,1750,6,1,80,2014-05-09T00:00:00Z,24.5,36.75,147
904949,FLAVORED VODKA,Ursus Punch Mini,260,Diageo Americas,502,12,1,60,2010-11-17T00:00:00Z,4.69,7.04,56.27
987607,TEQUILA,El Toro Silver,55,Sazerac North America,1000,12,1,80,2014-03-11T00:00:00Z,6.57,9.86,78.75
987608,TEQUILA,El Toro Silver,55,Sazerac North America,750,12,1,80,2013-04-09T00:00:00Z,6.28,9.43,75.4
987619,TEQUILA,Espolon Tequila Blanco,461,Campari(skyy),750,6,1,80,2013-03-07T00:00:00Z,13.49,20.24,80.94
987640,TEQUILA,Familia Camarena Silver Mini,205,E And J Gallo Winery,500,6,10,80,2011-03-30T00:00:00Z,9.99,14.99,59.94
987756,TEQUILA,Gran Centenario Tenampa Azul Silver DNO,395,Proximo,750,12,1,80,2014-05-19T00:00:00Z,10.91,16.37,130.94
987862,TEQUILA,IXA Tequila,311,Modern Spirits,750,6,1,80,2013-09-27T00:00:00Z,22.67,34.01,136
987868,TEQUILA,Jarana Blanco Tequila,305,Mhw Ltd,750,12,1,80,2011-02-24T00:00:00Z,7.49,11.24,89.88
987869,MISC. IMPORTED CORDIALS & LIQUEURS,Grapefruit Liqueur,885,Yahara Bay Distillers Inc,50,6,1,30,2014-10-01T00:00:00Z,4.84,7.26,29.02
987870,MISC. IMPORTED CORDIALS & LIQUEURS,Grapefruit Liqueur,885,Yahara Bay Distillers Inc,100,6,1,30,2014-10-01T00:00:00Z,7,10.5,41.98
987871,MISC. IMPORTED CORDIALS & LIQUEURS,Grapefruit Liqueur,885,Yahara Bay Distillers Inc,200,6,1,30,2014-10-01T00:00:00Z,9.99,14.99,59.9
904950,100 PROOF VODKA,Ursus Vodka Mini,260,Diageo Americas,502,12,1,60,2010-11-17T00:00:00Z,4.69,7.04,56.27
987872,MISC. IMPORTED CORDIALS & LIQUEURS,Grapefruit Liqueur,885,Yahara Bay Distillers Inc,375,6,1,30,2014-10-01T00:00:00Z,14.11,21.17,84.64
987873,MISC. IMPORTED CORDIALS & LIQUEURS,Grapefruit Liqueur,885,Yahara Bay Distillers Inc,750,3,1,30,2014-10-01T00:00:00Z,25.36,38.04,76.06
987874,MISC. IMPORTED CORDIALS & LIQUEURS,Grapefruit Liqueur,885,Yahara Bay Distillers Inc,1000,1,1,30,2014-10-01T00:00:00Z,29.09,43.64,29.09
987875,MISC. IMPORTED CORDIALS & LIQUEURS,Grapefruit Liqueur,885,Yahara Bay Distillers Inc,1750,1,1,30,2014-10-01T00:00:00Z,43.36,65.04,43.36
987876,SCOTCH WHISKIES,Braeval,885,Yahara Bay Distillers Inc,50,6,1,86,2014-10-01T00:00:00Z,6.47,9.71,38.8
987877,SCOTCH WHISKIES,Braeval,885,Yahara Bay Distillers Inc,100,6,1,86,2014-10-01T00:00:00Z,10.28,15.42,61.66
987878,SCOTCH WHISKIES,Braeval,885,Yahara Bay Distillers Inc,200,6,1,86,2014-10-01T00:00:00Z,16.54,24.81,99.2
987879,SCOTCH WHISKIES,Braeval,885,Yahara Bay Distillers Inc,375,6,1,86,2014-10-01T00:00:00Z,26.39,39.59,158.32
987880,SCOTCH WHISKIES,Braeval,885,Yahara Bay Distillers Inc,750,3,1,86,2014-10-01T00:00:00Z,49.92,74.88,149.74
987881,SCOTCH WHISKIES,Braeval,885,Yahara Bay Distillers Inc,1000,1,1,86,2014-10-01T00:00:00Z,61.83,92.75,61.83
904951,IMPORTED VODKA,Luksusowa Potato Vodka Mini,978,W. J. Deutsch And Sons Ltd.,502,12,1,80,2010-11-16T00:00:00Z,5.04,7.56,60.5
987882,MISC. IMPORTED CORDIALS & LIQUEURS,Black Currant Liqueur Creme de Cassis,885,Yahara Bay Distillers Inc,50,6,1,36,2014-10-01T00:00:00Z,4.72,7.08,28.3
987883,MISC. IMPORTED CORDIALS & LIQUEURS,Black Currant Liqueur Creme de Cassis,885,Yahara Bay Distillers Inc,100,6,1,36,2014-10-01T00:00:00Z,6.77,10.16,40.6
987884,MISC. IMPORTED CORDIALS & LIQUEURS,Black Currant Liqueur Creme de Cassis,885,Yahara Bay Distillers Inc,200,6,1,36,2014-10-01T00:00:00Z,9.53,14.3,57.14
987885,MISC. IMPORTED CORDIALS & LIQUEURS,Black Currant Liqueur Creme de Cassis,885,Yahara Bay Distillers Inc,375,6,1,36,2014-10-01T00:00:00Z,13.24,19.86,79.42
987886,MISC. IMPORTED CORDIALS & LIQUEURS,Black Currant Liqueur Creme de Cassis,885,Yahara Bay Distillers Inc,750,3,1,36,2014-10-01T00:00:00Z,23.61,35.42,70.81
987887,MISC. IMPORTED CORDIALS & LIQUEURS,Black Currant Liqueur Creme de Cassis,885,Yahara Bay Distillers Inc,1000,1,1,36,2014-10-01T00:00:00Z,26.76,40.14,26.76
987888,MISC. IMPORTED CORDIALS & LIQUEURS,Black Currant Liqueur Creme de Cassis,885,Yahara Bay Distillers Inc,1750,1,1,36,2014-10-01T00:00:00Z,39.28,58.92,39.28
987889,SCOTCH WHISKIES,Laphroaig,885,Yahara Bay Distillers Inc,50,6,1,86,2014-10-01T00:00:00Z,10.5,15.75,62.98
987890,SCOTCH WHISKIES,Laphroaig,885,Yahara Bay Distillers Inc,100,6,1,86,2014-10-01T00:00:00Z,18.32,27.48,109.9
987891,SCOTCH WHISKIES,Laphroaig,885,Yahara Bay Distillers Inc,200,6,1,86,2014-10-01T00:00:00Z,32.64,48.96,195.8
904952,FLAVORED RUM,Captain Morgan Lime Bite Mini,260,Diageo Americas,502,12,1,70,2010-11-30T00:00:00Z,5.5,8.25,65.99
987892,SCOTCH WHISKIES,Laphroaig,885,Yahara Bay Distillers Inc,375,6,1,86,2014-10-01T00:00:00Z,56.56,84.84,339.34
987893,SCOTCH WHISKIES,Laphroaig,885,Yahara Bay Distillers Inc,750,3,1,86,2014-10-01T00:00:00Z,110.27,165.41,330.79
987894,SCOTCH WHISKIES,Laphroaig,885,Yahara Bay Distillers Inc,1000,1,1,86,2014-10-01T00:00:00Z,142.3,213.45,142.3
987945,TEQUILA,Kah Tequila Blanco Mini,969,Aveniu Brands,50,48,1,80,2014-05-13T00:00:00Z,4.86,7.29,233
987946,TEQUILA,Kah Tequila Blanco,969,Aveniu Brands,750,6,1,80,2013-10-17T00:00:00Z,25,37.5,150
988017,TEQUILA,Lunazul Blanco Mini,259,Heaven Hill Distilleries Inc.,500,6,10,80,2014-11-01T00:00:00Z,10.67,16.01,64
988018,TEQUILA,Lunazul Blanco Tequila,259,Heaven Hill Distilleries Inc.,750,12,1,80,2013-01-25T00:00:00Z,9.83,14.75,118
988037,TEQUILA,Margaritaville Silver Tequila,330,Monsieur Henri Wines Ltd.,1000,12,1,80,2013-09-04T00:00:00Z,7.84,11.76,94
988152,TEQUILA,901 Tequila HA,65,Jim Beam Brands,750,6,1,80,2013-09-13T00:00:00Z,15.74,23.61,94.44
988406,TEQUILA,Patron Roca Silver,410,The Patron Spirits Company,750,6,1,90,2014-06-20T00:00:00Z,35,52.5,210
904953,MISC. IMPORTED CORDIALS & LIQUEURS,Disaronno Amaretto Mini,305,Mhw Ltd,502,12,1,56,2010-12-02T00:00:00Z,9.5,14.25,113.95
988536,TEQUILA,Sauza Blue Silver,65,Jim Beam Brands,750,12,1,80,2011-03-31T00:00:00Z,10.49,15.73,125.84
988545,TEQUILA,Giro Tequila Silver,65,Jim Beam Brands,1000,12,1,80,2012-11-09T00:00:00Z,6.67,10.01,80.09
988582,TEQUILA,Silvercoin Tequila,413,Santa Fe Tequila Company,750,6,1,80,2013-07-25T00:00:00Z,20.21,30.31,121.25
988804,TEQUILA,Patron Roca Anejo,410,The Patron Spirits Company,750,6,1,88,2014-06-20T00:00:00Z,45,67.5,270
988805,TEQUILA,Patron Roca Reposado,410,The Patron Spirits Company,750,6,1,84,2014-06-20T00:00:00Z,40,60,240
988858,TEQUILA,Wild Shot Silver Tequila,460,Shaw Ross International Importers Ll,750,6,1,87,2011-03-16T00:00:00Z,27.25,40.88,163.51
989011,TEQUILA,El Toro Gold,55,Sazerac North America,1000,12,1,80,2014-03-11T00:00:00Z,6.57,9.86,78.75
989033,TEQUILA,Avion Anejo,370,Pernod Ricard Usa/austin Nichols,375,12,1,80,2013-12-05T00:00:00Z,10.99,16.49,131.88
989035,TEQUILA,Avion Reposado,370,Pernod Ricard Usa/austin Nichols,375,12,1,80,2013-12-05T00:00:00Z,10.49,15.74,125.88
989079,TEQUILA,Gran Centenario Tenampa Azul Reposado DNO,395,Proximo,750,12,1,80,2014-05-14T00:00:00Z,10.92,16.38,130.94
904954,TEQUILA,Corazon Tequila Blanco,330,Monsieur Henri Wines Ltd.,1000,6,1,80,2010-11-30T00:00:00Z,12,18,72
989089,TEQUILA,Centinela Anejo Tequila,380,Phillips Beverage Company,750,6,1,80,2013-04-12T00:00:00Z,28.63,42.95,171.8
989157,TEQUILA,Centinela Reposado Tequila,380,Phillips Beverage Company,750,6,1,80,2013-04-12T00:00:00Z,24.97,37.45,149.8
989177,TEQUILA,Casamigos Reposado,192,Sidney Frank Importing Co.,750,6,1,40,2013-03-29T00:00:00Z,27.84,41.76,167
989191,TEQUILA,Cuervo Especial Gold Tequila P.e.t.,395,Proximo,50,120,1,80,1985-11-01T00:00:00Z,0.78,1.17,93.87
989200,TEQUILA,Don Julio 70th Anniversary,260,Diageo Americas,750,6,1,80,2013-11-20T00:00:00Z,32.42,48.63,194.49
989203,NA,1800 Reposado,395,Proximo,200,24,1,80,2014-09-01T00:00:00Z,4.67,7.01,112
989204,TEQUILA,1800 Reposado Tequila,395,Proximo,375,12,1,80,2014-05-09T00:00:00Z,9.02,13.53,108.2
989210,TEQUILA,Jose Cuervo La Reserva de la Familia,395,Proximo,750,3,1,80,2013-12-03T00:00:00Z,75,112.5,225
989221,TEQUILA,Del Maguey Vida Mezcal,330,Monsieur Henri Wines Ltd.,750,6,1,84,2014-02-24T00:00:00Z,18,27,108
989286,TEQUILA,Espolon Tequila Reposado,461,Campari(skyy),750,6,1,80,2013-03-07T00:00:00Z,13.49,20.24,80.94
904955,TEQUILA,1921 Tequila Reposado,109,Casa 1921 Llc,750,6,1,80,2010-10-21T00:00:00Z,26.5,39.75,159
989315,TEQUILA,Gran Centenario Leyenda Tequila,395,Proximo,750,3,1,80,2012-12-06T00:00:00Z,128.2,192.3,384.6
989411,TEQUILA,Del Maguey Chichicapa Tequila,330,Monsieur Henri Wines Ltd.,750,6,1,92,2014-07-01T00:00:00Z,35,52.5,210
989451,TEQUILA,Kah Tequila Anejo Mini,969,Aveniu Brands,50,48,1,80,2014-05-13T00:00:00Z,6.19,9.29,297
989453,TEQUILA,Kah Tequila Anejo,969,Aveniu Brands,750,6,1,80,2013-10-17T00:00:00Z,39.17,58.76,235
989457,TEQUILA,Hacienda Vieja Reposado,310,Marsalle Company/stoller Warehouse,1000,12,1,80,2014-04-08T00:00:00Z,17.34,26.01,208
989469,TEQUILA,Lunazul Reposado Mini,259,Heaven Hill Distilleries Inc.,500,6,10,80,2014-11-01T00:00:00Z,10.67,16.01,64
989475,TEQUILA,Lunazul Anejo,259,Heaven Hill Distilleries Inc.,750,6,1,80,2011-04-15T00:00:00Z,11.02,16.53,66.1
989482,TEQUILA,El Zarco Gold Tequila,395,Proximo,750,12,1,80,2014-06-10T00:00:00Z,7.67,11.51,92
989488,TEQUILA,Maestro Dobel Tequila,395,Proximo,750,6,1,80,2013-12-03T00:00:00Z,24.66,36.99,147.98
989489,TEQUILA,Kah Tequila Reposado Mini,969,Aveniu Brands,50,48,1,80,2014-05-13T00:00:00Z,5.57,8.36,267
904650,IMPORTED VODKA,Fris Cherry Vodka,370,Pernod Ricard Usa/austin Nichols,750,12,1,80,2010-02-08T00:00:00Z,5.13,7.7,61.5
904956,SINGLE MALT SCOTCH,Balvenie 17yr Peated Cask,240,William Grant And Sons Inc.,750,6,1,86,2010-12-02T00:00:00Z,66.98,100.47,401.85
989490,TEQUILA,KAH Tequila Reposado,969,Aveniu Brands,750,6,1,110,2014-10-01T00:00:00Z,35.5,53.25,213
989505,TEQUILA,Jarana Reposado Tequila,305,Mhw Ltd,750,12,1,80,2011-02-24T00:00:00Z,7.49,11.24,89.88
989530,TEQUILA,Familia Camarena Reposado Mini,205,E And J Gallo Winery,500,6,10,80,2011-03-30T00:00:00Z,9.99,14.99,59.94
989561,TEQUILA,Monte Alban Mezcal Minis,55,Sazerac North America,50,120,1,80,1994-07-01T00:00:00Z,0.98,1.47,117.5
989568,TEQUILA,Monte Alban Reposado Tequila,55,Sazerac North America,750,12,1,80,2014-07-28T00:00:00Z,9.87,14.81,118.48
989619,TEQUILA,Sauza Cien 100 Anos Reposado,65,Jim Beam Brands,1750,6,1,80,2013-10-31T00:00:00Z,19.94,29.91,119.64
989624,TEQUILA,Patron Reposado,410,The Patron Spirits Company,375,12,1,80,2013-10-02T00:00:00Z,14.75,22.13,177
989640,TEQUILA,Patron Gran Piedra,410,The Patron Spirits Company,750,4,1,80,2014-04-24T00:00:00Z,195.25,292.88,780
989644,TEQUILA,Patron Anejo,410,The Patron Spirits Company,375,12,1,80,2013-10-02T00:00:00Z,16.75,25.13,201
989646,TEQUILA,Patron Anejo Barrel Select Program,410,The Patron Spirits Company,750,12,1,80,2014-08-12T00:00:00Z,26.66,39.99,319.93
904957,STRAIGHT BOURBON WHISKIES,Corner Creek Reserve Bourbon,350,Luxco-cleveland,750,12,1,88,2010-08-27T00:00:00Z,14.9,22.35,178.8
989771,TEQUILA,Rancho Alegre Reposado Tequila,412,Sans Wine And Spirits Co,750,12,1,80,2013-10-23T00:00:00Z,7.17,10.76,86
989811,TEQUILA,Sauza Conmemorativo 50 Ml. Shooters,157,Domecq Importers Inc.,50,60,1,80,1992-11-01T00:00:00Z,1.38,2.07,82.93
989829,TEQUILA,100 Anos Anejo,65,Jim Beam Brands,750,12,1,80,2013-10-31T00:00:00Z,12.07,18.11,144.84
989966,TEQUILA,Wild Shot Reposado,460,Shaw Ross International Importers Ll,750,6,1,87,2011-03-16T00:00:00Z,28.19,42.29,169.14
9906,SCOTCH WHISKIES,Sandy Scot Scotch,298,White Rock Distilleries Inc.,750,12,1,80,1988-11-01T00:00:00Z,4.77,7.16,57.23
9907,SCOTCH WHISKIES,Sandy Scot Scotch,298,White Rock Distilleries Inc.,1000,12,1,80,1988-11-01T00:00:00Z,5.9,8.85,70.83
9908,SCOTCH WHISKIES,Sandy Scot Scotch,298,White Rock Distilleries Inc.,1750,6,1,80,1988-11-01T00:00:00Z,10.09,15.14,60.53
991176,DECANTERS & SPECIALTY PACKAGES,Johnnie Walker Collection Pack HA,260,Diageo Americas,800,6,1,80,2014-05-30T00:00:00Z,59.99,89.99,359.94
992945,DECANTERS & SPECIALTY PACKAGES,McCormick Irish Cream w/2 Glasses HA,300,Mccormick Distilling Company,750,6,1,34,2014-10-01T00:00:00Z,7.66,11.49,45.96
993285,MISCELLANEOUS SCHNAPPS,99 Whipped,55,Sazerac North America,50,12,10,99,2013-09-04T00:00:00Z,3.3,4.95,39.6
904958,DISTILLED SPIRITS SPECIALTY,Junior Johnson's Midnight Moon Hof Series,384,Piedmont Distillers,750,6,1,80,2010-12-14T00:00:00Z,15.43,23.15,92.55
993395,COFFEE LIQUEURS,Tequila Rose Valentine w/2 Shot Glasses HA,300,Mccormick Distilling Company,750,6,1,30,2014-12-01T00:00:00Z,9.33,14,55.97
993526,TEQUILA,Patron 50ml Tri-Pack,410,The Patron Spirits Company,150,20,3,60,2013-09-17T00:00:00Z,10.88,16.32,217.5
993771,TEQUILA,Patron XO Cafe/Silver mini,410,The Patron Spirits Company,100,30,2,60,2013-09-17T00:00:00Z,9.92,14.88,297.5
